
SetupTitle, MOSFET MEAS2
PrimitiveTest, I/V Sweep
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOSFET MEAS2
Dimension1, 241, 241
Dimension2, 3, 3
DataName, V2, I3
DataValue, 0, 0.000188953
DataValue, 0.05, 0.000190995
DataValue, 0.1, 0.00019295500000000003
DataValue, 0.15, 0.00019490200000000003
DataValue, 0.2, 0.00019687100000000002
DataValue, 0.25, 0.00019878000000000002
DataValue, 0.3, 0.00020069800000000002
DataValue, 0.35000000000000003, 0.000202558
DataValue, 0.4, 0.00020438900000000003
DataValue, 0.45, 0.000206225
DataValue, 0.5, 0.00020801
DataValue, 0.55, 0.00020979600000000002
DataValue, 0.6, 0.000211525
DataValue, 0.65, 0.00021323400000000003
DataValue, 0.70000000000000007, 0.00021494100000000001
DataValue, 0.75, 0.000216593
DataValue, 0.8, 0.00021817800000000002
DataValue, 0.85000000000000009, 0.00021970600000000001
DataValue, 0.9, 0.000221133
DataValue, 0.95000000000000007, 0.00022266600000000003
DataValue, 1, 0.00022413600000000002
DataValue, 1.05, 0.000225445
DataValue, 1.1, 0.00022687
DataValue, 1.1500000000000001, 0.000228275
DataValue, 1.2, 0.00022972400000000003
DataValue, 1.25, 0.00023113400000000003
DataValue, 1.3, 0.00023254500000000002
DataValue, 1.35, 0.000233956
DataValue, 1.4000000000000001, 0.00023534400000000002
DataValue, 1.4500000000000002, 0.000236714
DataValue, 1.5, 0.00023806900000000001
DataValue, 1.55, 0.00023940900000000003
DataValue, 1.6, 0.000240742
DataValue, 1.6500000000000001, 0.000242047
DataValue, 1.7000000000000002, 0.00024336000000000003
DataValue, 1.75, 0.00024463
DataValue, 1.8, 0.000245897
DataValue, 1.85, 0.00024715800000000003
DataValue, 1.9000000000000001, 0.000248398
DataValue, 1.9500000000000002, 0.000249655
DataValue, 2, 0.000250874
DataValue, 2.05, 0.000252091
DataValue, 2.1, 0.000253289
DataValue, 2.15, 0.000254473
DataValue, 2.2, 0.000255632
DataValue, 2.25, 0.00025680900000000004
DataValue, 2.3000000000000003, 0.000257944
DataValue, 2.35, 0.0002591
DataValue, 2.4, 0.000260206
DataValue, 2.45, 0.000261345
DataValue, 2.5, 0.000262432
DataValue, 2.5500000000000003, 0.00026354700000000004
DataValue, 2.6, 0.000264654
DataValue, 2.65, 0.000265758
DataValue, 2.7, 0.000266822
DataValue, 2.75, 0.00026789800000000003
DataValue, 2.8000000000000003, 0.000268929
DataValue, 2.85, 0.00027000500000000003
DataValue, 2.9, 0.00027105900000000004
DataValue, 2.95, 0.00027209
DataValue, 3, 0.00027312
DataValue, 3.0500000000000003, 0.000274155
DataValue, 3.1, 0.000275172
DataValue, 3.15, 0.000276178
DataValue, 3.2, 0.000277168
DataValue, 3.25, 0.00027816900000000004
DataValue, 3.3000000000000003, 0.000279154
DataValue, 3.35, 0.000280119
DataValue, 3.4, 0.000281107
DataValue, 3.45, 0.00028207300000000004
DataValue, 3.5, 0.000283042
DataValue, 3.5500000000000003, 0.00028397700000000004
DataValue, 3.6, 0.00028493100000000004
DataValue, 3.65, 0.000285883
DataValue, 3.7, 0.000286827
DataValue, 3.75, 0.000287773
DataValue, 3.8000000000000003, 0.000288693
DataValue, 3.85, 0.000289608
DataValue, 3.9, 0.00029052500000000003
DataValue, 3.95, 0.000291406
DataValue, 4, 0.000292327
DataValue, 4.05, 0.00029323
DataValue, 4.1, 0.000294131
DataValue, 4.15, 0.00029501500000000003
DataValue, 4.2, 0.000295919
DataValue, 4.25, 0.000296798
DataValue, 4.3, 0.00029766300000000004
DataValue, 4.3500000000000005, 0.000298543
DataValue, 4.4, 0.00029942500000000003
DataValue, 4.45, 0.000300278
DataValue, 4.5, 0.000301138
DataValue, 4.55, 0.000301999
DataValue, 4.6000000000000005, 0.00030285
DataValue, 4.65, 0.000303701
DataValue, 4.7, 0.000304548
DataValue, 4.75, 0.000305377
DataValue, 4.8, 0.000306221
DataValue, 4.8500000000000005, 0.00030704800000000003
DataValue, 4.9, 0.000307879
DataValue, 4.95, 0.000308695
DataValue, 5, 0.00030951000000000004
DataValue, 5.05, 0.000310339
DataValue, 5.1000000000000005, 0.00031114600000000005
DataValue, 5.15, 0.000311967
DataValue, 5.2, 0.000312756
DataValue, 5.25, 0.000313557
DataValue, 5.3, 0.00031437100000000003
DataValue, 5.3500000000000005, 0.000315165
DataValue, 5.4, 0.00031596900000000004
DataValue, 5.45, 0.000316743
DataValue, 5.5, 0.000317537
DataValue, 5.55, 0.000318336
DataValue, 5.6000000000000005, 0.00031909200000000004
DataValue, 5.65, 0.000319888
DataValue, 5.7, 0.000320654
DataValue, 5.75, 0.00032141900000000003
DataValue, 5.8, 0.000322182
DataValue, 5.8500000000000005, 0.00032294800000000004
DataValue, 5.9, 0.000323713
DataValue, 5.95, 0.00032447300000000004
DataValue, 6, 0.000325242
DataValue, 6.05, 0.00032601200000000004
DataValue, 6.1000000000000005, 0.000326743
DataValue, 6.15, 0.00032750000000000005
DataValue, 6.2, 0.000328244
DataValue, 6.25, 0.000328999
DataValue, 6.3, 0.00032974400000000003
DataValue, 6.3500000000000005, 0.000330489
DataValue, 6.4, 0.00033121100000000004
DataValue, 6.45, 0.00033196
DataValue, 6.5, 0.000332696
DataValue, 6.55, 0.00033343500000000004
DataValue, 6.6000000000000005, 0.000334177
DataValue, 6.65, 0.000334908
DataValue, 6.7, 0.00033563900000000004
DataValue, 6.75, 0.00033637500000000003
DataValue, 6.8, 0.00033711600000000004
DataValue, 6.8500000000000005, 0.00033784900000000004
DataValue, 6.9, 0.00033856800000000003
DataValue, 6.95, 0.00033928500000000004
DataValue, 7, 0.000340017
DataValue, 7.05, 0.00034073800000000004
DataValue, 7.1000000000000005, 0.000341449
DataValue, 7.15, 0.000342157
DataValue, 7.2, 0.00034288
DataValue, 7.25, 0.000343579
DataValue, 7.3, 0.000344285
DataValue, 7.3500000000000005, 0.00034500000000000004
DataValue, 7.4, 0.000345705
DataValue, 7.45, 0.00034642
DataValue, 7.5, 0.000347119
DataValue, 7.55, 0.00034782300000000003
DataValue, 7.6000000000000005, 0.00034852
DataValue, 7.65, 0.000349229
DataValue, 7.7, 0.00034991300000000004
DataValue, 7.75, 0.00035060200000000004
DataValue, 7.8, 0.000351292
DataValue, 7.8500000000000005, 0.000351981
DataValue, 7.9, 0.000352666
DataValue, 7.95, 0.00035336700000000005
DataValue, 8, 0.00035405
DataValue, 8.05, 0.000354729
DataValue, 8.1, 0.000355409
DataValue, 8.15, 0.000356095
DataValue, 8.2, 0.000356781
DataValue, 8.25, 0.000357452
DataValue, 8.3, 0.00035810700000000003
DataValue, 8.35, 0.00035879300000000005
DataValue, 8.4, 0.00035944000000000004
DataValue, 8.45, 0.00036011800000000004
DataValue, 8.5, 0.000360784
DataValue, 8.55, 0.000361442
DataValue, 8.6, 0.000362109
DataValue, 8.65, 0.00036276600000000004
DataValue, 8.7000000000000011, 0.000363404
DataValue, 8.75, 0.00036406300000000003
DataValue, 8.8, 0.00036471
DataValue, 8.85, 0.00036537
DataValue, 8.9, 0.00036601600000000004
DataValue, 8.9500000000000011, 0.00036666700000000005
DataValue, 9, 0.00036731000000000003
DataValue, 9.05, 0.000367956
DataValue, 9.1, 0.000368607
DataValue, 9.15, 0.000369233
DataValue, 9.2000000000000011, 0.000369874
DataValue, 9.25, 0.000370525
DataValue, 9.3, 0.00037115000000000005
DataValue, 9.35, 0.000371788
DataValue, 9.4, 0.000372422
DataValue, 9.4500000000000011, 0.00037304300000000004
DataValue, 9.5, 0.00037368300000000003
DataValue, 9.55, 0.000374305
DataValue, 9.6, 0.000374939
DataValue, 9.65, 0.00037554600000000004
DataValue, 9.7000000000000011, 0.000376163
DataValue, 9.75, 0.00037678600000000005
DataValue, 9.8, 0.000377397
DataValue, 9.85, 0.00037802900000000005
DataValue, 9.9, 0.00037863700000000003
DataValue, 9.9500000000000011, 0.000379256
DataValue, 10, 0.00037986700000000004
DataValue, 10.05, 0.000380482
DataValue, 10.1, 0.000381083
DataValue, 10.15, 0.000381693
DataValue, 10.200000000000001, 0.00038229800000000005
DataValue, 10.25, 0.000382913
DataValue, 10.3, 0.000383501
DataValue, 10.35, 0.00038410800000000003
DataValue, 10.4, 0.00038470400000000004
DataValue, 10.450000000000001, 0.000385301
DataValue, 10.5, 0.00038589200000000004
DataValue, 10.55, 0.000386489
DataValue, 10.6, 0.000387067
DataValue, 10.65, 0.00038765900000000005
DataValue, 10.700000000000001, 0.00038825000000000003
DataValue, 10.75, 0.00038885000000000005
DataValue, 10.8, 0.00038943200000000005
DataValue, 10.85, 0.000390005
DataValue, 10.9, 0.00039059100000000003
DataValue, 10.950000000000001, 0.000391171
DataValue, 11, 0.000391754
DataValue, 11.05, 0.000392332
DataValue, 11.1, 0.000392914
DataValue, 11.15, 0.00039348400000000004
DataValue, 11.200000000000001, 0.00039405
DataValue, 11.25, 0.000394622
DataValue, 11.3, 0.00039517800000000004
DataValue, 11.35, 0.00039574900000000004
DataValue, 11.4, 0.00039632400000000004
DataValue, 11.450000000000001, 0.000396877
DataValue, 11.5, 0.000397441
DataValue, 11.55, 0.00039801100000000004
DataValue, 11.6, 0.000398577
DataValue, 11.65, 0.00039914000000000003
DataValue, 11.700000000000001, 0.00039969900000000005
DataValue, 11.75, 0.00040025200000000003
DataValue, 11.8, 0.00040080400000000005
DataValue, 11.85, 0.00040135400000000003
DataValue, 11.9, 0.000401917
DataValue, 11.950000000000001, 0.00040244200000000003
DataValue, 12, 0.00040298300000000004
DataValue, 0, 0.000187015
DataValue, 0.05, 0.00018905700000000002
DataValue, 0.1, 0.00019100400000000002
DataValue, 0.15, 0.000192943
DataValue, 0.2, 0.00019491000000000002
DataValue, 0.25, 0.000196805
DataValue, 0.3, 0.000198716
DataValue, 0.35000000000000003, 0.00020056700000000002
DataValue, 0.4, 0.000202396
DataValue, 0.45, 0.000204226
DataValue, 0.5, 0.00020600700000000002
DataValue, 0.55, 0.000207786
DataValue, 0.6, 0.000209513
DataValue, 0.65, 0.000211215
DataValue, 0.70000000000000007, 0.00021293
DataValue, 0.75, 0.00021457600000000001
DataValue, 0.8, 0.00021621700000000002
DataValue, 0.85000000000000009, 0.00021784900000000002
DataValue, 0.9, 0.000219444
DataValue, 0.95000000000000007, 0.00022101300000000002
DataValue, 1, 0.000222556
DataValue, 1.05, 0.00022408
DataValue, 1.1, 0.00022558900000000003
DataValue, 1.1500000000000001, 0.000227079
DataValue, 1.2, 0.00022856200000000003
DataValue, 1.25, 0.00023000600000000002
DataValue, 1.3, 0.000231417
DataValue, 1.35, 0.000232846
DataValue, 1.4000000000000001, 0.000234228
DataValue, 1.4500000000000002, 0.00023560900000000001
DataValue, 1.5, 0.00023696
DataValue, 1.55, 0.000238303
DataValue, 1.6, 0.00023964100000000002
DataValue, 1.6500000000000001, 0.000240954
DataValue, 1.7000000000000002, 0.000242255
DataValue, 1.75, 0.00024354500000000001
DataValue, 1.8, 0.000244814
DataValue, 1.85, 0.000246086
DataValue, 1.9000000000000001, 0.000247326
DataValue, 1.9500000000000002, 0.00024858000000000004
DataValue, 2, 0.000249789
DataValue, 2.05, 0.000250988
DataValue, 2.1, 0.00025219200000000004
DataValue, 2.15, 0.000253368
DataValue, 2.2, 0.000254534
DataValue, 2.25, 0.000255735
DataValue, 2.3000000000000003, 0.00025688100000000004
DataValue, 2.35, 0.00025802400000000004
DataValue, 2.4, 0.000259159
DataValue, 2.45, 0.00026026500000000003
DataValue, 2.5, 0.000261376
DataValue, 2.5500000000000003, 0.00026248300000000004
DataValue, 2.6, 0.00026358100000000004
DataValue, 2.65, 0.000264663
DataValue, 2.7, 0.000265748
DataValue, 2.75, 0.000266813
DataValue, 2.8000000000000003, 0.000267865
DataValue, 2.85, 0.00026892400000000003
DataValue, 2.9, 0.000269972
DataValue, 2.95, 0.00027100100000000004
DataValue, 3, 0.00027202600000000003
DataValue, 3.0500000000000003, 0.000273034
DataValue, 3.1, 0.000274062
DataValue, 3.15, 0.000275078
DataValue, 3.2, 0.000276059
DataValue, 3.25, 0.000277051
DataValue, 3.3000000000000003, 0.00027805
DataValue, 3.35, 0.000279024
DataValue, 3.4, 0.00028000400000000004
DataValue, 3.45, 0.000280956
DataValue, 3.5, 0.000281924
DataValue, 3.5500000000000003, 0.000282867
DataValue, 3.6, 0.000283809
DataValue, 3.65, 0.000284764
DataValue, 3.7, 0.000285673
DataValue, 3.75, 0.000286627
DataValue, 3.8000000000000003, 0.00028754000000000003
DataValue, 3.85, 0.000288466
DataValue, 3.9, 0.000289397
DataValue, 3.95, 0.000290304
DataValue, 4, 0.000291208
DataValue, 4.05, 0.00029209900000000004
