
SetupTitle, MOSFET MEAS2
PrimitiveTest, I/V Sweep
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOSFET MEAS2
Dimension1, 241, 241
Dimension2, 3, 3
DataName, V2, I3
DataValue, 0, 4.8982099999999994E-08
DataValue, 0.05, 8.9741899999999992E-08
DataValue, 0.1, 1.41898E-07
DataValue, 0.15, 2.04146E-07
DataValue, 0.2, 2.7469E-07
DataValue, 0.25, 3.49044E-07
DataValue, 0.3, 4.28339E-07
DataValue, 0.35000000000000003, 5.08814E-07
DataValue, 0.4, 5.90909E-07
DataValue, 0.45, 6.75214E-07
DataValue, 0.5, 7.59253E-07
DataValue, 0.55, 8.44996E-07
DataValue, 0.6, 9.29491E-07
DataValue, 0.65, 1.013965E-06
DataValue, 0.70000000000000007, 1.099642E-06
DataValue, 0.75, 1.18262E-06
DataValue, 0.8, 1.2665E-06
DataValue, 0.85000000000000009, 1.3511100000000001E-06
DataValue, 0.9, 1.4343300000000002E-06
DataValue, 0.95000000000000007, 1.51816E-06
DataValue, 1, 1.6003000000000002E-06
DataValue, 1.05, 1.6818800000000002E-06
DataValue, 1.1, 1.76448E-06
DataValue, 1.1500000000000001, 1.84526E-06
DataValue, 1.2, 1.9267100000000004E-06
DataValue, 1.25, 2.00639E-06
DataValue, 1.3, 2.0856100000000003E-06
DataValue, 1.35, 2.1654400000000003E-06
DataValue, 1.4000000000000001, 2.24342E-06
DataValue, 1.4500000000000002, 2.32233E-06
DataValue, 1.5, 2.3992600000000002E-06
DataValue, 1.55, 2.4762200000000002E-06
DataValue, 1.6, 2.5531700000000004E-06
DataValue, 1.6500000000000001, 2.6285500000000004E-06
DataValue, 1.7000000000000002, 2.7051E-06
DataValue, 1.75, 2.7795000000000002E-06
DataValue, 1.8, 2.85377E-06
DataValue, 1.85, 2.9287100000000003E-06
DataValue, 1.9000000000000001, 3.0021100000000003E-06
DataValue, 1.9500000000000002, 3.0759900000000004E-06
DataValue, 2, 3.1484200000000003E-06
DataValue, 2.05, 3.2204200000000002E-06
DataValue, 2.1, 3.2931300000000003E-06
DataValue, 2.15, 3.3641400000000004E-06
DataValue, 2.2, 3.4349900000000003E-06
DataValue, 2.25, 3.5068000000000005E-06
DataValue, 2.3000000000000003, 3.5767900000000004E-06
DataValue, 2.35, 3.6477400000000005E-06
DataValue, 2.4, 3.7173200000000005E-06
DataValue, 2.45, 3.7866200000000004E-06
DataValue, 2.5, 3.8563600000000006E-06
DataValue, 2.5500000000000003, 3.9247100000000006E-06
DataValue, 2.6, 3.9940200000000008E-06
DataValue, 2.65, 4.0623200000000006E-06
DataValue, 2.7, 4.12983E-06
DataValue, 2.75, 4.19801E-06
DataValue, 2.8000000000000003, 4.2650100000000005E-06
DataValue, 2.85, 4.33292E-06
DataValue, 2.9, 4.39915E-06
DataValue, 2.95, 4.4653200000000008E-06
DataValue, 3, 4.53221E-06
DataValue, 3.0500000000000003, 4.59838E-06
DataValue, 3.1, 4.66482E-06
DataValue, 3.15, 4.7304400000000007E-06
DataValue, 3.2, 4.79578E-06
DataValue, 3.25, 4.8616800000000007E-06
DataValue, 3.3000000000000003, 4.92667E-06
DataValue, 3.35, 4.9909200000000005E-06
DataValue, 3.4, 5.0564400000000007E-06
DataValue, 3.45, 5.12027E-06
DataValue, 3.5, 5.1850300000000007E-06
DataValue, 3.5500000000000003, 5.2484500000000005E-06
DataValue, 3.6, 5.3118500000000007E-06
DataValue, 3.65, 5.37586E-06
DataValue, 3.7, 5.43864E-06
DataValue, 3.75, 5.50226E-06
DataValue, 3.8000000000000003, 5.5649500000000008E-06
DataValue, 3.85, 5.6275000000000008E-06
DataValue, 3.9, 5.69066E-06
DataValue, 3.95, 5.7525900000000008E-06
DataValue, 4, 5.8155900000000008E-06
DataValue, 4.05, 5.8769300000000008E-06
DataValue, 4.1, 5.93853E-06
DataValue, 4.15, 6.000690000000001E-06
DataValue, 4.2, 6.0615E-06
DataValue, 4.25, 6.1235100000000006E-06
DataValue, 4.3, 6.1842600000000008E-06
DataValue, 4.3500000000000005, 6.2448200000000005E-06
DataValue, 4.4, 6.3063100000000008E-06
DataValue, 4.45, 6.36648E-06
DataValue, 4.5, 6.4264700000000007E-06
DataValue, 4.55, 6.4871300000000005E-06
DataValue, 4.6000000000000005, 6.5472500000000007E-06
DataValue, 4.65, 6.6076100000000008E-06
DataValue, 4.7, 6.667040000000001E-06
DataValue, 4.75, 6.726310000000001E-06
DataValue, 4.8, 6.7861200000000007E-06
DataValue, 4.8500000000000005, 6.8452600000000009E-06
DataValue, 4.9, 6.9049500000000007E-06
DataValue, 4.95, 6.9639300000000008E-06
DataValue, 5, 7.0227400000000008E-06
DataValue, 5.05, 7.0818600000000005E-06
DataValue, 5.1000000000000005, 7.140120000000001E-06
DataValue, 5.15, 7.1993600000000006E-06
DataValue, 5.2, 7.257400000000001E-06
DataValue, 5.25, 7.315580000000001E-06
DataValue, 5.3, 7.3740100000000007E-06
DataValue, 5.3500000000000005, 7.4315300000000012E-06
DataValue, 5.4, 7.4898300000000011E-06
DataValue, 5.45, 7.54731E-06
DataValue, 5.5, 7.604650000000001E-06
DataValue, 5.55, 7.6627900000000016E-06
DataValue, 5.6000000000000005, 7.71995E-06
DataValue, 5.65, 7.7775500000000015E-06
DataValue, 5.7, 7.8341600000000009E-06
DataValue, 5.75, 7.8909800000000015E-06
DataValue, 5.8, 7.94829E-06
DataValue, 5.8500000000000005, 8.00459E-06
DataValue, 5.9, 8.06126E-06
DataValue, 5.95, 8.11826E-06
DataValue, 6, 8.1745300000000015E-06
DataValue, 6.05, 8.2315100000000014E-06
DataValue, 6.1000000000000005, 8.28772E-06
DataValue, 6.15, 8.3435800000000012E-06
DataValue, 6.2, 8.4001500000000012E-06
DataValue, 6.25, 8.455990000000001E-06
DataValue, 6.3, 8.51255E-06
DataValue, 6.3500000000000005, 8.5681900000000014E-06
DataValue, 6.4, 8.62332E-06
DataValue, 6.45, 8.67928E-06
DataValue, 6.5, 8.7348500000000016E-06
DataValue, 6.55, 8.79075E-06
DataValue, 6.6000000000000005, 8.84558E-06
DataValue, 6.65, 8.9005600000000014E-06
DataValue, 6.7, 8.95622E-06
DataValue, 6.75, 9.01109E-06
DataValue, 6.8, 9.0669200000000009E-06
DataValue, 6.8500000000000005, 9.12171E-06
DataValue, 6.9, 9.17656E-06
DataValue, 6.95, 9.2320100000000014E-06
DataValue, 7, 9.2867100000000011E-06
DataValue, 7.05, 9.34148E-06
DataValue, 7.1000000000000005, 9.3967100000000017E-06
DataValue, 7.15, 9.4513600000000013E-06
DataValue, 7.2, 9.5068E-06
DataValue, 7.25, 9.5611600000000015E-06
DataValue, 7.3, 9.61558E-06
DataValue, 7.3500000000000005, 9.6714400000000014E-06
DataValue, 7.4, 9.7264400000000017E-06
DataValue, 7.45, 9.78205E-06
DataValue, 7.5, 9.8371500000000012E-06
DataValue, 7.55, 9.8916400000000014E-06
DataValue, 7.6000000000000005, 9.948010000000001E-06
DataValue, 7.65, 1.0003150000000001E-05
DataValue, 7.7, 1.005935E-05
DataValue, 7.75, 1.0114500000000001E-05
DataValue, 7.8, 1.017002E-05
DataValue, 7.8500000000000005, 1.022715E-05
DataValue, 7.9, 1.0283080000000002E-05
DataValue, 7.95, 1.033997E-05
DataValue, 8, 1.0395800000000001E-05
DataValue, 8.05, 1.0451740000000001E-05
DataValue, 8.1, 1.050893E-05
DataValue, 8.15, 1.056521E-05
DataValue, 8.2, 1.0622120000000001E-05
DataValue, 8.25, 1.0678720000000001E-05
DataValue, 8.3, 1.0735530000000001E-05
DataValue, 8.35, 1.0793070000000001E-05
DataValue, 8.4, 1.0849450000000002E-05
DataValue, 8.45, 1.090625E-05
DataValue, 8.5, 1.096386E-05
DataValue, 8.55, 1.1020320000000002E-05
DataValue, 8.6, 1.1078090000000001E-05
DataValue, 8.65, 1.1134480000000002E-05
DataValue, 8.7000000000000011, 1.119147E-05
DataValue, 8.75, 1.1248540000000002E-05
DataValue, 8.8, 1.1305290000000001E-05
DataValue, 8.85, 1.1362660000000001E-05
DataValue, 8.9, 1.14177E-05
DataValue, 8.9500000000000011, 1.1474200000000001E-05
DataValue, 9, 1.1531300000000001E-05
DataValue, 9.05, 1.1588E-05
DataValue, 9.1, 1.16452E-05
DataValue, 9.15, 1.17019E-05
DataValue, 9.2000000000000011, 1.17579E-05
DataValue, 9.25, 1.18152E-05
DataValue, 9.3, 1.18717E-05
DataValue, 9.35, 1.19289E-05
DataValue, 9.4, 1.19851E-05
DataValue, 9.4500000000000011, 1.2041200000000001E-05
DataValue, 9.5, 1.20978E-05
DataValue, 9.55, 1.2154100000000001E-05
DataValue, 9.6, 1.2210500000000001E-05
DataValue, 9.65, 1.22663E-05
DataValue, 9.7000000000000011, 1.23224E-05
DataValue, 9.75, 1.2379000000000001E-05
DataValue, 9.8, 1.24347E-05
DataValue, 9.85, 1.24911E-05
DataValue, 9.9, 1.2546600000000001E-05
DataValue, 9.9500000000000011, 1.26026E-05
DataValue, 10, 1.2658700000000001E-05
DataValue, 10.05, 1.2714200000000001E-05
DataValue, 10.1, 1.27697E-05
DataValue, 10.15, 1.28261E-05
DataValue, 10.200000000000001, 1.2881200000000001E-05
DataValue, 10.25, 1.29373E-05
DataValue, 10.3, 1.29917E-05
DataValue, 10.35, 1.3047200000000001E-05
DataValue, 10.4, 1.3102900000000001E-05
DataValue, 10.450000000000001, 1.31574E-05
DataValue, 10.5, 1.3213300000000001E-05
DataValue, 10.55, 1.3268100000000001E-05
DataValue, 10.6, 1.33232E-05
DataValue, 10.65, 1.33789E-05
DataValue, 10.700000000000001, 1.34337E-05
DataValue, 10.75, 1.34893E-05
DataValue, 10.8, 1.35442E-05
DataValue, 10.85, 1.35983E-05
DataValue, 10.9, 1.36531E-05
DataValue, 10.950000000000001, 1.3707700000000001E-05
DataValue, 11, 1.37631E-05
DataValue, 11.05, 1.38173E-05
DataValue, 11.1, 1.38717E-05
DataValue, 11.15, 1.39269E-05
DataValue, 11.200000000000001, 1.39801E-05
DataValue, 11.25, 1.40351E-05
DataValue, 11.3, 1.40883E-05
DataValue, 11.35, 1.41426E-05
DataValue, 11.4, 1.4196900000000001E-05
DataValue, 11.450000000000001, 1.4251000000000001E-05
DataValue, 11.5, 1.4304300000000001E-05
DataValue, 11.55, 1.43586E-05
DataValue, 11.6, 1.44121E-05
DataValue, 11.65, 1.44669E-05
DataValue, 11.700000000000001, 1.4520500000000001E-05
DataValue, 11.75, 1.45737E-05
DataValue, 11.8, 1.46273E-05
DataValue, 11.85, 1.4681300000000001E-05
DataValue, 11.9, 1.47343E-05
DataValue, 11.950000000000001, 1.47877E-05
DataValue, 12, 1.4841E-05
DataValue, 0, 1.03237E-07
DataValue, 0.05, 8.66776E-08
DataValue, 0.1, 7.6076999999999987E-08
DataValue, 0.15, 6.66244E-08
DataValue, 0.2, 5.8812799999999994E-08
DataValue, 0.25, 5.31986E-08
DataValue, 0.3, 5.1422099999999994E-08
DataValue, 0.35000000000000003, 5.8276199999999996E-08
DataValue, 0.4, 7.9198999999999993E-08
DataValue, 0.45, 1.1408399999999999E-07
DataValue, 0.5, 1.63714E-07
DataValue, 0.55, 2.2389699999999998E-07
DataValue, 0.6, 2.90219E-07
DataValue, 0.65, 3.61829E-07
DataValue, 0.70000000000000007, 4.36712E-07
DataValue, 0.75, 5.13032E-07
DataValue, 0.8, 5.90468E-07
DataValue, 0.85000000000000009, 6.7046399999999993E-07
DataValue, 0.9, 7.49549E-07
DataValue, 0.95000000000000007, 8.30181E-07
DataValue, 1, 9.09913E-07
DataValue, 1.05, 9.88685E-07
DataValue, 1.1, 1.0700059999999999E-06
DataValue, 1.1500000000000001, 1.1474500000000001E-06
DataValue, 1.2, 1.2276100000000002E-06
DataValue, 1.25, 1.3056800000000001E-06
DataValue, 1.3, 1.3837300000000002E-06
DataValue, 1.35, 1.4628900000000002E-06
DataValue, 1.4000000000000001, 1.5398800000000002E-06
DataValue, 1.4500000000000002, 1.6178600000000002E-06
DataValue, 1.5, 1.6946500000000002E-06
DataValue, 1.55, 1.7705500000000001E-06
DataValue, 1.6, 1.8470300000000003E-06
DataValue, 1.6500000000000001, 1.92225E-06
DataValue, 1.7000000000000002, 1.99807E-06
DataValue, 1.75, 2.0725E-06
DataValue, 1.8, 2.1458900000000002E-06
DataValue, 1.85, 2.2209800000000003E-06
DataValue, 1.9000000000000001, 2.29385E-06
DataValue, 1.9500000000000002, 2.36754E-06
DataValue, 2, 2.43979E-06
DataValue, 2.05, 2.5119100000000003E-06
DataValue, 2.1, 2.58435E-06
DataValue, 2.15, 2.6551400000000005E-06
DataValue, 2.2, 2.7261400000000003E-06
