
SetupTitle, CVSweep4284_a
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vsweep, Cdata, Dispersion
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Display Data Setup
Dimension1, 51, 51, 51
Dimension2, 1, 1, 1
DataName, Vsweep, Cdata, Dispersion
DataValue, -5, 2.96769E-11, 0.0189781
DataValue, -4.8, 2.96344E-11, 0.018582
DataValue, -4.6, 2.96072E-11, 0.0188897
DataValue, -4.4, 2.95741E-11, 0.0184503
DataValue, -4.2, 2.95181E-11, 0.019044
DataValue, -4, 2.94726E-11, 0.0191555
DataValue, -3.8, 2.94049E-11, 0.0189987
DataValue, -3.5999999999999996, 2.93405E-11, 0.0183288
DataValue, -3.4, 2.92525E-11, 0.0189165
DataValue, -3.2, 2.91254E-11, 0.0188875
DataValue, -3, 2.89691E-11, 0.0187533
DataValue, -2.8, 2.87661E-11, 0.0184835
DataValue, -2.5999999999999996, 2.8469E-11, 0.0188484
DataValue, -2.4, 2.80204E-11, 0.0182808
DataValue, -2.1999999999999997, 2.73555E-11, 0.0182898
DataValue, -2, 2.63021E-11, 0.0182888
DataValue, -1.7999999999999998, 2.49164E-11, 0.0186972
DataValue, -1.5999999999999996, 2.343E-11, 0.0193951
DataValue, -1.4, 2.21702E-11, 0.0190645
DataValue, -1.1999999999999997, 2.09517E-11, 0.0188449
DataValue, -1, 1.96077E-11, 0.0200565
DataValue, -0.79999999999999982, 1.8213E-11, 0.0272916
DataValue, -0.59999999999999964, 1.67511E-11, 0.034102
DataValue, -0.39999999999999947, 1.57175E-11, 0.0295315
DataValue, -0.19999999999999929, 1.50321E-11, 0.029231
DataValue, 0, 1.45102E-11, 0.0311671
DataValue, 0.20000000000000018, 1.42433E-11, 0.0266981
DataValue, 0.40000000000000036, 1.39583E-11, 0.0313888
DataValue, 0.60000000000000053, 1.38078E-11, 0.0346635
DataValue, 0.80000000000000071, 1.37728E-11, 0.0383703
DataValue, 1, 1.38252E-11, 0.0423535
DataValue, 1.2000000000000002, 1.38981E-11, 0.0472569
DataValue, 1.4000000000000004, 1.40112E-11, 0.0547874
DataValue, 1.6000000000000005, 1.41359E-11, 0.0598566
DataValue, 1.8000000000000007, 1.42549E-11, 0.0660055
DataValue, 2, 1.44005E-11, 0.0738532
DataValue, 2.2, 1.45787E-11, 0.0810897
DataValue, 2.4000000000000004, 1.48218E-11, 0.088906
DataValue, 2.6000000000000005, 1.51109E-11, 0.0965499
DataValue, 2.8000000000000007, 1.54322E-11, 0.100881
DataValue, 3, 1.57594E-11, 0.103148
DataValue, 3.2000000000000011, 1.60685E-11, 0.10426
DataValue, 3.4000000000000004, 1.63536E-11, 0.104344
DataValue, 3.5999999999999996, 1.66405E-11, 0.103362
DataValue, 3.8000000000000007, 1.68922E-11, 0.103297
DataValue, 4, 1.71007E-11, 0.102809
DataValue, 4.2000000000000011, 1.7175E-11, 0.109543
DataValue, 4.4, 1.73007E-11, 0.111601
DataValue, 4.6000000000000014, 1.74184E-11, 0.113366
DataValue, 4.8000000000000007, 1.75087E-11, 0.116068
DataValue, 5, 1.75736E-11, 0.118749
