
SetupTitle, MOSFET MEAS1
PrimitiveTest, I/V Sweep
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOSFET MEAS1
Dimension1, 101, 101
Dimension2, 6, 6
DataName, V3, I3
DataValue, 0, 1.08118E-09
DataValue, 0.05, 4.0748099999999994E-08
DataValue, 0.1, 5.3468999999999994E-08
DataValue, 0.15, 5.6587099999999995E-08
DataValue, 0.2, 5.7358699999999995E-08
DataValue, 0.25, 5.7665399999999996E-08
DataValue, 0.3, 5.78096E-08
DataValue, 0.35000000000000003, 5.79967E-08
DataValue, 0.4, 5.8069599999999995E-08
DataValue, 0.45, 5.88547E-08
DataValue, 0.5, 5.8703899999999995E-08
DataValue, 0.55, 6.1912999999999993E-08
DataValue, 0.6, 5.86589E-08
DataValue, 0.65, 5.96498E-08
DataValue, 0.70000000000000007, 5.9107699999999993E-08
DataValue, 0.75, 5.993529999999999E-08
DataValue, 0.8, 5.9056899999999992E-08
DataValue, 0.85000000000000009, 5.9019399999999996E-08
DataValue, 0.9, 5.9557299999999992E-08
DataValue, 0.95000000000000007, 5.98579E-08
DataValue, 1, 6.172079999999999E-08
DataValue, 1.05, 6.08672E-08
DataValue, 1.1, 6.358119999999999E-08
DataValue, 1.1500000000000001, 6.17035E-08
DataValue, 1.2, 6.14138E-08
DataValue, 1.25, 6.1452599999999993E-08
DataValue, 1.3, 6.13673E-08
DataValue, 1.35, 6.0890599999999991E-08
DataValue, 1.4000000000000001, 6.0675699999999991E-08
DataValue, 1.4500000000000002, 6.16084E-08
DataValue, 1.5, 6.0383499999999993E-08
DataValue, 1.55, 6.0649999999999991E-08
DataValue, 1.6, 6.00334E-08
DataValue, 1.6500000000000001, 6.0937599999999991E-08
DataValue, 1.7000000000000002, 6.01814E-08
DataValue, 1.75, 6.02286E-08
DataValue, 1.8, 6.03087E-08
DataValue, 1.85, 6.0335199999999988E-08
DataValue, 1.9000000000000001, 6.03917E-08
DataValue, 1.9500000000000002, 6.04124E-08
DataValue, 2, 6.080149999999999E-08
DataValue, 2.05, 6.05103E-08
DataValue, 2.1, 6.07044E-08
DataValue, 2.15, 6.0622299999999988E-08
DataValue, 2.2, 6.098E-08
DataValue, 2.25, 6.08156E-08
DataValue, 2.3000000000000003, 6.12109E-08
DataValue, 2.35, 6.12442E-08
DataValue, 2.4, 6.19343E-08
DataValue, 2.45, 6.1788399999999992E-08
DataValue, 2.5, 6.0993399999999991E-08
DataValue, 2.5500000000000003, 6.2279E-08
DataValue, 2.6, 6.1310399999999993E-08
DataValue, 2.65, 6.12072E-08
DataValue, 2.7, 6.11516E-08
DataValue, 2.75, 6.19534E-08
DataValue, 2.8000000000000003, 6.1252299999999988E-08
DataValue, 2.85, 6.12302E-08
DataValue, 2.9, 6.1240399999999993E-08
DataValue, 2.95, 6.12442E-08
DataValue, 3, 6.1260199999999992E-08
DataValue, 3.0500000000000003, 6.13256E-08
DataValue, 3.1, 6.1778299999999989E-08
DataValue, 3.15, 6.13459E-08
DataValue, 3.2, 6.2177999999999989E-08
DataValue, 3.25, 6.1424199999999992E-08
DataValue, 3.3000000000000003, 6.2137899999999992E-08
DataValue, 3.35, 6.1580299999999989E-08
DataValue, 3.4, 6.1720299999999989E-08
DataValue, 3.45, 6.17547E-08
DataValue, 3.5, 6.176339999999999E-08
DataValue, 3.5500000000000003, 6.18945E-08
DataValue, 3.6, 6.17549E-08
DataValue, 3.65, 6.26687E-08
DataValue, 3.7, 6.1694E-08
DataValue, 3.75, 6.17386E-08
DataValue, 3.8000000000000003, 6.1763899999999991E-08
DataValue, 3.85, 6.21872E-08
DataValue, 3.9, 6.1899199999999988E-08
DataValue, 3.95, 6.1855899999999989E-08
DataValue, 4, 6.1921799999999993E-08
DataValue, 4.05, 6.23346E-08
DataValue, 4.1, 6.1944799999999992E-08
DataValue, 4.15, 6.19285E-08
DataValue, 4.2, 6.29021E-08
DataValue, 4.25, 6.1979499999999989E-08
DataValue, 4.3, 6.20257E-08
DataValue, 4.3500000000000005, 6.2072999999999989E-08
DataValue, 4.4, 6.20469E-08
DataValue, 4.45, 6.20986E-08
DataValue, 4.5, 6.21052E-08
DataValue, 4.55, 6.21378E-08
DataValue, 4.6000000000000005, 6.218829999999999E-08
DataValue, 4.65, 6.22139E-08
DataValue, 4.7, 6.2196E-08
DataValue, 4.75, 6.2627099999999988E-08
DataValue, 4.8, 6.2256599999999991E-08
DataValue, 4.8500000000000005, 6.22844E-08
DataValue, 4.9, 6.2292299999999989E-08
DataValue, 4.95, 6.23111E-08
DataValue, 5, 6.23612E-08
DataValue, 0, -9.0432999999999983E-09
DataValue, 0.05, 1.3833400000000002E-06
DataValue, 0.1, 2.6793000000000003E-06
DataValue, 0.15, 3.84077E-06
DataValue, 0.2, 4.90713E-06
DataValue, 0.25, 5.84573E-06
DataValue, 0.3, 6.6772000000000011E-06
DataValue, 0.35000000000000003, 7.4142800000000006E-06
DataValue, 0.4, 8.0384600000000016E-06
DataValue, 0.45, 8.57128E-06
DataValue, 0.5, 9.00284E-06
DataValue, 0.55, 9.3523200000000016E-06
DataValue, 0.6, 9.6165100000000009E-06
DataValue, 0.65, 9.81188E-06
DataValue, 0.70000000000000007, 9.95212E-06
DataValue, 0.75, 1.0045820000000001E-05
DataValue, 0.8, 1.0108590000000001E-05
DataValue, 0.85000000000000009, 1.015253E-05
DataValue, 0.9, 1.0184170000000001E-05
DataValue, 0.95000000000000007, 1.0207850000000001E-05
DataValue, 1, 1.022794E-05
DataValue, 1.05, 1.02449E-05
DataValue, 1.1, 1.0260260000000001E-05
DataValue, 1.1500000000000001, 1.0275420000000001E-05
DataValue, 1.2, 1.028839E-05
DataValue, 1.25, 1.0301120000000002E-05
DataValue, 1.3, 1.0313050000000001E-05
DataValue, 1.35, 1.032457E-05
DataValue, 1.4000000000000001, 1.0335410000000002E-05
DataValue, 1.4500000000000002, 1.034721E-05
DataValue, 1.5, 1.0356430000000002E-05
DataValue, 1.55, 1.0366110000000001E-05
DataValue, 1.6, 1.0375990000000001E-05
DataValue, 1.6500000000000001, 1.0385770000000001E-05
DataValue, 1.7000000000000002, 1.039492E-05
DataValue, 1.75, 1.0404150000000001E-05
DataValue, 1.8, 1.0413160000000001E-05
DataValue, 1.85, 1.0421030000000001E-05
DataValue, 1.9000000000000001, 1.0430050000000002E-05
DataValue, 1.9500000000000002, 1.0439070000000001E-05
DataValue, 2, 1.044737E-05
DataValue, 2.05, 1.0454840000000001E-05
DataValue, 2.1, 1.0463420000000002E-05
DataValue, 2.15, 1.0471290000000002E-05
DataValue, 2.2, 1.047907E-05
DataValue, 2.25, 1.0486850000000001E-05
DataValue, 2.3000000000000003, 1.049399E-05
DataValue, 2.35, 1.050161E-05
DataValue, 2.4, 1.0508620000000001E-05
DataValue, 2.45, 1.0516130000000001E-05
DataValue, 2.5, 1.0522670000000001E-05
DataValue, 2.5500000000000003, 1.0529930000000001E-05
DataValue, 2.6, 1.0536430000000002E-05
DataValue, 2.65, 1.0543380000000002E-05
DataValue, 2.7, 1.055075E-05
DataValue, 2.75, 1.0557810000000002E-05
DataValue, 2.8000000000000003, 1.0564170000000001E-05
DataValue, 2.85, 1.0571030000000001E-05
DataValue, 2.9, 1.057799E-05
DataValue, 2.95, 1.0584100000000001E-05
DataValue, 3, 1.0590670000000001E-05
DataValue, 3.0500000000000003, 1.0596320000000002E-05
DataValue, 3.1, 1.06026E-05
DataValue, 3.15, 1.0608830000000001E-05
DataValue, 3.2, 1.061548E-05
DataValue, 3.25, 1.06211E-05
DataValue, 3.3000000000000003, 1.062839E-05
DataValue, 3.35, 1.0632450000000002E-05
DataValue, 3.4, 1.0638860000000001E-05
DataValue, 3.45, 1.0644940000000002E-05
DataValue, 3.5, 1.0651180000000001E-05
DataValue, 3.5500000000000003, 1.065742E-05
DataValue, 3.6, 1.066294E-05
DataValue, 3.65, 1.066788E-05
DataValue, 3.7, 1.0673440000000001E-05
DataValue, 3.75, 1.0679880000000001E-05
DataValue, 3.8000000000000003, 1.068464E-05
DataValue, 3.85, 1.0690950000000001E-05
DataValue, 3.9, 1.069566E-05
DataValue, 3.95, 1.070087E-05
DataValue, 4, 1.0706450000000002E-05
DataValue, 4.05, 1.0712380000000001E-05
DataValue, 4.1, 1.0717180000000002E-05
DataValue, 4.15, 1.0722680000000002E-05
DataValue, 4.2, 1.0728100000000002E-05
DataValue, 4.25, 1.073271E-05
DataValue, 4.3, 1.0737790000000002E-05
DataValue, 4.3500000000000005, 1.0742550000000001E-05
DataValue, 4.4, 1.074802E-05
DataValue, 4.45, 1.0753380000000001E-05
DataValue, 4.5, 1.0757830000000001E-05
DataValue, 4.55, 1.076269E-05
DataValue, 4.6000000000000005, 1.0767650000000002E-05
DataValue, 4.65, 1.077298E-05
DataValue, 4.7, 1.0777880000000001E-05
DataValue, 4.75, 1.0783000000000002E-05
DataValue, 4.8, 1.0787720000000002E-05
DataValue, 4.8500000000000005, 1.07926E-05
DataValue, 4.9, 1.079674E-05
DataValue, 4.95, 1.0802120000000001E-05
DataValue, 5, 1.0807140000000001E-05
DataValue, 0, -1.8865999999999998E-08
DataValue, 0.05, 2.8095600000000003E-06
DataValue, 0.1, 5.566260000000001E-06
DataValue, 0.15, 8.16744E-06
DataValue, 0.2, 1.0698440000000002E-05
DataValue, 0.25, 1.30817E-05
DataValue, 0.3, 1.53562E-05
DataValue, 0.35000000000000003, 1.7558800000000002E-05
DataValue, 0.4, 1.96242E-05
DataValue, 0.45, 2.16154E-05
DataValue, 0.5, 2.34733E-05
DataValue, 0.55, 2.5256900000000002E-05
DataValue, 0.6, 2.69126E-05
DataValue, 0.65, 2.8467900000000002E-05
DataValue, 0.70000000000000007, 2.99439E-05
DataValue, 0.75, 3.12996E-05
DataValue, 0.8, 3.25769E-05
DataValue, 0.85000000000000009, 3.3739500000000005E-05
DataValue, 0.9, 3.4823E-05
DataValue, 0.95000000000000007, 3.5799E-05
DataValue, 1, 3.66826E-05
DataValue, 1.05, 3.74898E-05
DataValue, 1.1, 3.81967E-05
DataValue, 1.1500000000000001, 3.88313E-05
DataValue, 1.2, 3.93771E-05
DataValue, 1.25, 3.98524E-05
DataValue, 1.3, 4.02513E-05
DataValue, 1.35, 4.05857E-05
DataValue, 1.4000000000000001, 4.0868600000000004E-05
DataValue, 1.4500000000000002, 4.1097400000000004E-05
DataValue, 1.5, 4.12855E-05
DataValue, 1.55, 4.1436E-05
DataValue, 1.6, 4.15605E-05
DataValue, 1.6500000000000001, 4.1665E-05
DataValue, 1.7000000000000002, 4.17509E-05
DataValue, 1.75, 4.1826800000000004E-05
DataValue, 1.8, 4.18929E-05
DataValue, 1.85, 4.1953300000000004E-05
DataValue, 1.9000000000000001, 4.20085E-05
DataValue, 1.9500000000000002, 4.20594E-05
DataValue, 2, 4.21069E-05
DataValue, 2.05, 4.21532E-05
DataValue, 2.1, 4.21963E-05
DataValue, 2.15, 4.2237600000000004E-05
DataValue, 2.2, 4.22762E-05
DataValue, 2.25, 4.23164E-05
DataValue, 2.3000000000000003, 4.23542E-05
DataValue, 2.35, 4.23915E-05
DataValue, 2.4, 4.2429200000000004E-05
DataValue, 2.45, 4.24642E-05
DataValue, 2.5, 4.24993E-05
DataValue, 2.5500000000000003, 4.2534800000000005E-05
DataValue, 2.6, 4.25681E-05
DataValue, 2.65, 4.26008E-05
DataValue, 2.7, 4.26343E-05
DataValue, 2.75, 4.26661E-05
DataValue, 2.8000000000000003, 4.26976E-05
DataValue, 2.85, 4.2729200000000004E-05
DataValue, 2.9, 4.2759900000000004E-05
DataValue, 2.95, 4.27898E-05
DataValue, 3, 4.2821E-05
DataValue, 3.0500000000000003, 4.28501E-05
DataValue, 3.1, 4.28794E-05
DataValue, 3.15, 4.29089E-05
DataValue, 3.2, 4.29372E-05
DataValue, 3.25, 4.29655E-05
DataValue, 3.3000000000000003, 4.29938E-05
DataValue, 3.35, 4.30208E-05
DataValue, 3.4, 4.30494E-05
DataValue, 3.45, 4.30759E-05
DataValue, 3.5, 4.3104E-05
DataValue, 3.5500000000000003, 4.31305E-05
DataValue, 3.6, 4.31582E-05
DataValue, 3.65, 4.31831E-05
DataValue, 3.7, 4.32088E-05
DataValue, 3.75, 4.3236200000000005E-05
DataValue, 3.8000000000000003, 4.3260800000000004E-05
DataValue, 3.85, 4.32877E-05
DataValue, 3.9, 4.33129E-05
DataValue, 3.95, 4.33362E-05
DataValue, 4, 4.33623E-05
DataValue, 4.05, 4.33882E-05
DataValue, 4.1, 4.3412500000000005E-05
DataValue, 4.15, 4.3436800000000004E-05
DataValue, 4.2, 4.34602E-05
DataValue, 4.25, 4.34852E-05
DataValue, 4.3, 4.35084E-05
