
SetupTitle, MOSFET MEAS2
PrimitiveTest, I/V Sweep
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOSFET MEAS2
Dimension1, 241, 241
Dimension2, 3, 3
DataName, V2, I3
DataValue, 0, 9.96368E-07
DataValue, 0.05, 1.4141800000000002E-06
DataValue, 0.1, 1.8581100000000001E-06
DataValue, 0.15, 2.3422500000000003E-06
DataValue, 0.2, 2.84297E-06
DataValue, 0.25, 3.3511900000000004E-06
DataValue, 0.3, 3.8869100000000007E-06
DataValue, 0.35000000000000003, 4.4090000000000005E-06
DataValue, 0.4, 4.93286E-06
DataValue, 0.45, 5.4572000000000009E-06
DataValue, 0.5, 5.9806700000000006E-06
DataValue, 0.55, 6.507370000000001E-06
DataValue, 0.6, 7.0285200000000011E-06
DataValue, 0.65, 7.5416900000000011E-06
DataValue, 0.70000000000000007, 8.05564E-06
DataValue, 0.75, 8.5708500000000011E-06
DataValue, 0.8, 9.0673900000000016E-06
DataValue, 0.85000000000000009, 9.57798E-06
DataValue, 0.9, 1.0079490000000002E-05
DataValue, 0.95000000000000007, 1.05707E-05
DataValue, 1, 1.106285E-05
DataValue, 1.05, 1.15465E-05
DataValue, 1.1, 1.20354E-05
DataValue, 1.1500000000000001, 1.25099E-05
DataValue, 1.2, 1.2981500000000001E-05
DataValue, 1.25, 1.34547E-05
DataValue, 1.3, 1.39107E-05
DataValue, 1.35, 1.43804E-05
DataValue, 1.4000000000000001, 1.48316E-05
DataValue, 1.4500000000000002, 1.52887E-05
DataValue, 1.5, 1.5741E-05
DataValue, 1.55, 1.61802E-05
DataValue, 1.6, 1.66266E-05
DataValue, 1.6500000000000001, 1.70697E-05
DataValue, 1.7000000000000002, 1.75052E-05
DataValue, 1.75, 1.79307E-05
DataValue, 1.8, 1.83504E-05
DataValue, 1.85, 1.8778100000000002E-05
DataValue, 1.9000000000000001, 1.91987E-05
DataValue, 1.9500000000000002, 1.96209E-05
DataValue, 2, 2.0032800000000002E-05
DataValue, 2.05, 2.04379E-05
DataValue, 2.1, 2.08495E-05
DataValue, 2.15, 2.1259700000000002E-05
DataValue, 2.2, 2.1659800000000002E-05
DataValue, 2.25, 2.20681E-05
DataValue, 2.3000000000000003, 2.24584E-05
DataValue, 2.35, 2.28522E-05
DataValue, 2.4, 2.32458E-05
DataValue, 2.45, 2.36276E-05
DataValue, 2.5, 2.4018E-05
DataValue, 2.5500000000000003, 2.43973E-05
DataValue, 2.6, 2.47833E-05
DataValue, 2.65, 2.51666E-05
DataValue, 2.7, 2.5539500000000002E-05
DataValue, 2.75, 2.59096E-05
DataValue, 2.8000000000000003, 2.6278200000000002E-05
DataValue, 2.85, 2.6652400000000003E-05
DataValue, 2.9, 2.7018E-05
DataValue, 2.95, 2.7378700000000003E-05
DataValue, 3, 2.77546E-05
DataValue, 3.0500000000000003, 2.8115600000000002E-05
DataValue, 3.1, 2.84744E-05
DataValue, 3.15, 2.8832700000000003E-05
DataValue, 3.2, 2.9189600000000003E-05
DataValue, 3.25, 2.95518E-05
DataValue, 3.3000000000000003, 2.99036E-05
DataValue, 3.35, 3.02441E-05
DataValue, 3.4, 3.05972E-05
DataValue, 3.45, 3.0945600000000004E-05
DataValue, 3.5, 3.12898E-05
DataValue, 3.5500000000000003, 3.16344E-05
DataValue, 3.6, 3.1971400000000004E-05
DataValue, 3.65, 3.23119E-05
DataValue, 3.7, 3.265E-05
DataValue, 3.75, 3.29936E-05
DataValue, 3.8000000000000003, 3.33287E-05
DataValue, 3.85, 3.3665100000000004E-05
DataValue, 3.9, 3.39977E-05
DataValue, 3.95, 3.43212E-05
DataValue, 4, 3.46586E-05
DataValue, 4.05, 3.49853E-05
DataValue, 4.1, 3.53088E-05
DataValue, 4.15, 3.56355E-05
DataValue, 4.2, 3.59656E-05
DataValue, 4.25, 3.62909E-05
DataValue, 4.3, 3.66097E-05
DataValue, 4.3500000000000005, 3.69258E-05
DataValue, 4.4, 3.72448E-05
DataValue, 4.45, 3.75655E-05
DataValue, 4.5, 3.78793E-05
DataValue, 4.55, 3.81983E-05
DataValue, 4.6000000000000005, 3.85114E-05
DataValue, 4.65, 3.883E-05
DataValue, 4.7, 3.91389E-05
DataValue, 4.75, 3.94497E-05
DataValue, 4.8, 3.97636E-05
DataValue, 4.8500000000000005, 4.0072E-05
DataValue, 4.9, 4.03829E-05
DataValue, 4.95, 4.0689500000000004E-05
DataValue, 5, 4.09943E-05
DataValue, 5.05, 4.13024E-05
DataValue, 5.1000000000000005, 4.16035E-05
DataValue, 5.15, 4.19113E-05
DataValue, 5.2, 4.22084E-05
DataValue, 5.25, 4.25079E-05
DataValue, 5.3, 4.28119E-05
DataValue, 5.3500000000000005, 4.3109200000000004E-05
DataValue, 5.4, 4.3411E-05
DataValue, 5.45, 4.37072E-05
DataValue, 5.5, 4.4002100000000003E-05
DataValue, 5.55, 4.4301E-05
DataValue, 5.6000000000000005, 4.45944E-05
DataValue, 5.65, 4.48913E-05
DataValue, 5.7, 4.5181E-05
DataValue, 5.75, 4.5473400000000004E-05
DataValue, 5.8, 4.57686E-05
DataValue, 5.8500000000000005, 4.60566E-05
DataValue, 5.9, 4.63493E-05
DataValue, 5.95, 4.66409E-05
DataValue, 6, 4.69297E-05
DataValue, 6.05, 4.72156E-05
DataValue, 6.1000000000000005, 4.75044E-05
DataValue, 6.15, 4.77875E-05
DataValue, 6.2, 4.80729E-05
DataValue, 6.25, 4.83578E-05
DataValue, 6.3, 4.86462E-05
DataValue, 6.3500000000000005, 4.89269E-05
DataValue, 6.4, 4.92079E-05
DataValue, 6.45, 4.94966E-05
DataValue, 6.5, 4.97763E-05
DataValue, 6.55, 5.0062300000000003E-05
DataValue, 6.6000000000000005, 5.0342E-05
DataValue, 6.65, 5.0621E-05
DataValue, 6.7, 5.09074E-05
DataValue, 6.75, 5.11865E-05
DataValue, 6.8, 5.1469200000000005E-05
DataValue, 6.8500000000000005, 5.17507E-05
DataValue, 6.9, 5.20324E-05
DataValue, 6.95, 5.23164E-05
DataValue, 7, 5.26017E-05
DataValue, 7.05, 5.28794E-05
DataValue, 7.1000000000000005, 5.31665E-05
DataValue, 7.15, 5.3446300000000004E-05
DataValue, 7.2, 5.3734400000000005E-05
DataValue, 7.25, 5.4015100000000004E-05
DataValue, 7.3, 5.4299200000000004E-05
DataValue, 7.3500000000000005, 5.45895E-05
DataValue, 7.4, 5.48761E-05
DataValue, 7.45, 5.5166E-05
DataValue, 7.5, 5.54539E-05
DataValue, 7.55, 5.57392E-05
DataValue, 7.6000000000000005, 5.6030500000000005E-05
DataValue, 7.65, 5.63162E-05
DataValue, 7.7, 5.66061E-05
DataValue, 7.75, 5.6892200000000004E-05
DataValue, 7.8, 5.7176800000000005E-05
DataValue, 7.8500000000000005, 5.7464000000000004E-05
DataValue, 7.9, 5.77505E-05
DataValue, 7.95, 5.8038500000000003E-05
DataValue, 8, 5.83219E-05
DataValue, 8.05, 5.86051E-05
DataValue, 8.1, 5.88932E-05
DataValue, 8.15, 5.91773E-05
DataValue, 8.2, 5.94585E-05
DataValue, 8.25, 5.9741E-05
DataValue, 8.3, 6.00189E-05
DataValue, 8.35, 6.0306E-05
DataValue, 8.4, 6.05847E-05
DataValue, 8.45, 6.08619E-05
DataValue, 8.5, 6.11447E-05
DataValue, 8.55, 6.14197E-05
DataValue, 8.6, 6.17007E-05
DataValue, 8.65, 6.19768E-05
DataValue, 8.7000000000000011, 6.22486E-05
DataValue, 8.75, 6.25266E-05
DataValue, 8.8, 6.2802500000000007E-05
DataValue, 8.85, 6.30767E-05
DataValue, 8.9, 6.33454E-05
DataValue, 8.9500000000000011, 6.36203E-05
DataValue, 9, 6.3893800000000008E-05
DataValue, 9.05, 6.4168E-05
DataValue, 9.1, 6.44392E-05
DataValue, 9.15, 6.47111E-05
DataValue, 9.2000000000000011, 6.49772E-05
DataValue, 9.25, 6.52483E-05
DataValue, 9.3, 6.5516E-05
DataValue, 9.35, 6.57843E-05
DataValue, 9.4, 6.60519E-05
DataValue, 9.4500000000000011, 6.63152E-05
DataValue, 9.5, 6.65838E-05
DataValue, 9.55, 6.68459E-05
DataValue, 9.6, 6.71127E-05
DataValue, 9.65, 6.73723E-05
DataValue, 9.7000000000000011, 6.76355E-05
DataValue, 9.75, 6.78989E-05
DataValue, 9.8, 6.8161700000000008E-05
DataValue, 9.85, 6.8423800000000007E-05
DataValue, 9.9, 6.86819E-05
DataValue, 9.9500000000000011, 6.89394E-05
DataValue, 10, 6.9203400000000009E-05
DataValue, 10.05, 6.946E-05
DataValue, 10.1, 6.97198E-05
DataValue, 10.15, 6.99777E-05
DataValue, 10.200000000000001, 7.0232500000000009E-05
DataValue, 10.25, 7.04907E-05
DataValue, 10.3, 7.07492E-05
DataValue, 10.35, 7.0998500000000008E-05
DataValue, 10.4, 7.12556E-05
DataValue, 10.450000000000001, 7.15062E-05
DataValue, 10.5, 7.1762400000000009E-05
DataValue, 10.55, 7.2015400000000008E-05
DataValue, 10.6, 7.22654E-05
DataValue, 10.65, 7.25208E-05
DataValue, 10.700000000000001, 7.2769600000000009E-05
DataValue, 10.75, 7.30272E-05
DataValue, 10.8, 7.3274E-05
DataValue, 10.85, 7.35251E-05
DataValue, 10.9, 7.3773E-05
DataValue, 10.950000000000001, 7.40162E-05
DataValue, 11, 7.42664E-05
DataValue, 11.05, 7.45106E-05
DataValue, 11.1, 7.4760000000000009E-05
DataValue, 11.15, 7.50091E-05
DataValue, 11.200000000000001, 7.52524E-05
DataValue, 11.25, 7.55E-05
DataValue, 11.3, 7.5742200000000008E-05
DataValue, 11.35, 7.5986100000000008E-05
DataValue, 11.4, 7.6227700000000009E-05
DataValue, 11.450000000000001, 7.64723E-05
DataValue, 11.5, 7.67107E-05
DataValue, 11.55, 7.69545E-05
DataValue, 11.6, 7.71933E-05
DataValue, 11.65, 7.74359E-05
DataValue, 11.700000000000001, 7.7678E-05
DataValue, 11.75, 7.79189E-05
DataValue, 11.8, 7.81538E-05
DataValue, 11.85, 7.83902E-05
DataValue, 11.9, 7.8628200000000007E-05
DataValue, 11.950000000000001, 7.88672E-05
DataValue, 12, 7.91014E-05
DataValue, 0, 2.9733899999999998E-08
DataValue, 0.05, 4.61365E-08
DataValue, 0.1, 9.8243899999999984E-08
DataValue, 0.15, 2.07273E-07
DataValue, 0.2, 3.98505E-07
DataValue, 0.25, 6.85501E-07
DataValue, 0.3, 1.059378E-06
DataValue, 0.35000000000000003, 1.4839800000000002E-06
DataValue, 0.4, 1.95401E-06
DataValue, 0.45, 2.4575800000000003E-06
DataValue, 0.5, 2.9686700000000005E-06
DataValue, 0.55, 3.48907E-06
DataValue, 0.6, 4.01113E-06
DataValue, 0.65, 4.53117E-06
DataValue, 0.70000000000000007, 5.0543700000000007E-06
DataValue, 0.75, 5.5704700000000007E-06
DataValue, 0.8, 6.0804300000000007E-06
DataValue, 0.85000000000000009, 6.59787E-06
DataValue, 0.9, 7.1037300000000007E-06
DataValue, 0.95000000000000007, 7.6131600000000008E-06
DataValue, 1, 8.1107200000000015E-06
DataValue, 1.05, 8.6043200000000013E-06
DataValue, 1.1, 9.10227E-06
DataValue, 1.1500000000000001, 9.5870000000000016E-06
DataValue, 1.2, 1.007555E-05
DataValue, 1.25, 1.0552210000000001E-05
DataValue, 1.3, 1.102529E-05
DataValue, 1.35, 1.15049E-05
DataValue, 1.4000000000000001, 1.1967900000000001E-05
DataValue, 1.4500000000000002, 1.24341E-05
DataValue, 1.5, 1.2891200000000001E-05
DataValue, 1.55, 1.33433E-05
DataValue, 1.6, 1.3798100000000001E-05
DataValue, 1.6500000000000001, 1.42411E-05
DataValue, 1.7000000000000002, 1.46886E-05
DataValue, 1.75, 1.5125500000000001E-05
DataValue, 1.8, 1.55573E-05
DataValue, 1.85, 1.5993500000000002E-05
DataValue, 1.9000000000000001, 1.64177E-05
DataValue, 1.9500000000000002, 1.68455E-05
DataValue, 2, 1.72669E-05
DataValue, 2.05, 1.7681000000000002E-05
DataValue, 2.1, 1.80984E-05
DataValue, 2.15, 1.85079E-05
DataValue, 2.2, 1.89133E-05
DataValue, 2.25, 1.93226E-05
DataValue, 2.3000000000000003, 1.97216E-05
DataValue, 2.35, 2.01261E-05
DataValue, 2.4, 2.05174E-05
DataValue, 2.45, 2.09112E-05
DataValue, 2.5, 2.13041E-05
DataValue, 2.5500000000000003, 2.16912E-05
DataValue, 2.6, 2.20794E-05
DataValue, 2.65, 2.24624E-05
DataValue, 2.7, 2.28414E-05
DataValue, 2.75, 2.32224E-05
DataValue, 2.8000000000000003, 2.35969E-05
DataValue, 2.85, 2.39773E-05
